frame_id,gesture,rep,valid_count,invalid_count,retry_count,ds_min,ds_max,ds_abs_p98,rel_l2,ds_0,ds_1,ds_2,ds_3,ds_4,ds_5,ds_6,ds_7,ds_8,ds_9,ds_10,ds_11,ds_12,ds_13,ds_14,ds_15,ds_16,ds_17,ds_18,ds_19,ds_20,ds_21,ds_22,ds_23,ds_24,ds_25,ds_26,ds_27,ds_28,ds_29,ds_30,ds_31,ds_32,ds_33,ds_34,ds_35,ds_36,ds_37,ds_38,ds_39,ds_40,ds_41,ds_42,ds_43,ds_44,ds_45,ds_46,ds_47,ds_48,ds_49,ds_50,ds_51,ds_52,ds_53,ds_54,ds_55,ds_56,ds_57,ds_58,ds_59,ds_60,ds_61,ds_62,ds_63,ds_64,ds_65,ds_66,ds_67,ds_68,ds_69,ds_70,ds_71,ds_72,ds_73,ds_74,ds_75,ds_76,ds_77,ds_78,ds_79,ds_80,ds_81,ds_82,ds_83,ds_84,ds_85,ds_86,ds_87,ds_88,ds_89,ds_90,ds_91,ds_92,ds_93,ds_94,ds_95,ds_96,ds_97,ds_98,ds_99,ds_100,ds_101,ds_102,ds_103,ds_104,ds_105,ds_106,ds_107,ds_108,ds_109,ds_110,ds_111,ds_112,ds_113,ds_114,ds_115,ds_116,ds_117,ds_118,ds_119,ds_120,ds_121,ds_122,ds_123,ds_124,ds_125,ds_126,ds_127,ds_128,ds_129,ds_130,ds_131,ds_132,ds_133,ds_134,ds_135,ds_136,ds_137,ds_138,ds_139,ds_140,ds_141,ds_142,ds_143,ds_144,ds_145,ds_146,ds_147,ds_148,ds_149,ds_150,ds_151,ds_152,ds_153,ds_154,ds_155,ds_156,ds_157,ds_158,ds_159,ds_160,ds_161,ds_162,ds_163,ds_164,ds_165,ds_166,ds_167,ds_168,ds_169,ds_170,ds_171,ds_172,ds_173,ds_174,ds_175,ds_176,ds_177,ds_178,ds_179,ds_180,ds_181,ds_182,ds_183,ds_184,ds_185,ds_186,ds_187,ds_188,ds_189,ds_190,ds_191,ds_192,ds_193,ds_194,ds_195,ds_196,ds_197,ds_198,ds_199,ds_200,ds_201,ds_202,ds_203,ds_204,ds_205,ds_206,ds_207,ds_208,ds_209,ds_210,ds_211,ds_212,ds_213,ds_214,ds_215,ds_216,ds_217,ds_218,ds_219,ds_220,ds_221,ds_222,ds_223,ds_224,ds_225,ds_226,ds_227,ds_228,ds_229,ds_230,ds_231,ds_232,ds_233,ds_234,ds_235,ds_236,ds_237,ds_238,ds_239,ds_240,ds_241,ds_242,ds_243,ds_244,ds_245,ds_246,ds_247,ds_248,ds_249,ds_250,ds_251,ds_252,ds_253,ds_254,ds_255,ds_256,ds_257,ds_258,ds_259,ds_260
0,rock,0,25,15,15,-587.9935302734375,561.5770874023438,519.3851928710938,0.6362506747245789,1.708961487e+00,-7.075491333e+01,-1.285988770e+02,-4.254193497e+01,-5.612188339e+01,-3.149841614e+02,1.036514282e+01,-1.479297256e+01,-1.145511322e+02,3.663992691e+01,5.823559570e+01,7.717738342e+01,9.584450531e+01,3.709086609e+01,-5.668523407e+01,-1.178162231e+02,-1.298018494e+02,1.596930218e+01,1.265284538e+00,1.381001472e+01,4.604412842e+01,8.925777435e+01,7.659724426e+01,-8.231724548e+01,-1.114819717e+02,-1.307014465e+02,-1.464738007e+02,-1.329666853e+00,-3.391536331e+01,-6.751591492e+01,-1.466835308e+01,5.295893097e+01,1.036829376e+02,7.308319092e+00,-1.002300720e+02,-1.605700531e+02,-2.241060181e+02,-1.971805573e+02,7.413800716e+00,-1.477058411e+01,-4.983065796e+01,-1.126816177e+02,-9.012496948e+01,2.212524414e+00,1.623897858e+02,2.541134796e+02,2.034797821e+02,1.474052734e+02,-3.025499268e+02,-4.592145386e+02,-4.137384949e+02,2.794097900e+01,1.599470520e+01,3.611274719e+01,3.570700455e+01,-6.997999573e+01,-1.306285400e+02,-3.407702637e+01,1.070541382e+02,3.194827271e+02,3.588136597e+02,3.384994507e+02,-1.150084381e+02,-5.686887207e+02,-5.732175293e+02,-1.526826324e+02,5.016056824e+01,1.744066620e+01,5.172856140e+01,1.050461731e+02,5.502014160e+01,-6.934042358e+01,-1.204501190e+02,1.642868042e+01,2.140964661e+02,4.198338623e+02,4.712438660e+02,8.311224365e+01,-3.046519775e+02,-5.879935303e+02,-4.323636780e+02,-9.351523590e+01,4.794505310e+01,1.507513618e+01,5.355236053e+01,1.351848450e+02,1.589806213e+02,5.980072021e+01,-8.250848389e+01,-1.317396851e+02,-6.669837189e+01,2.576105652e+02,3.991520996e+02,3.678478394e+02,5.802276611e+00,-3.634990540e+02,-4.451495361e+02,-3.321759949e+02,-8.260981750e+01,4.889992523e+01,1.309976807e+02,1.792098389e+02,1.457647095e+02,2.255242920e+01,-1.347323303e+02,-2.184414673e+02,-1.815716248e+02,1.132106018e+02,4.514149780e+02,3.161980286e+02,-4.897732544e+01,-2.508827820e+02,-2.613448486e+02,-9.940496826e+01,2.254462624e+01,9.892442703e+00,1.460759354e+01,8.663179779e+01,1.059809570e+02,9.745167542e+01,-4.989309692e+01,-1.928412476e+02,-2.554385986e+02,-1.911682129e+01,3.045455322e+02,4.580527954e+02,3.702044373e+02,2.159712219e+02,-9.112070465e+01,-1.101730347e+02,-1.078543167e+02,-2.668662548e+00,-2.388911057e+01,-1.121340179e+01,1.055663300e+01,3.571057510e+01,1.034778595e+01,-1.073397217e+02,-1.518020630e+02,-2.198388672e+02,-7.465582275e+01,2.127702332e+02,4.198907471e+02,5.221810303e+02,5.082015991e+02,2.180366974e+02,1.415149384e+02,-6.079212570e+01,1.166635036e+01,-1.041214943e+01,-8.166558838e+01,-6.839196777e+01,-6.304168701e-01,4.394427490e+01,5.637757874e+01,-1.457189941e+02,-4.346020508e+01,1.412937927e+02,4.221016235e+02,5.615770874e+02,5.553735962e+02,3.994097290e+02,2.282468262e+02,4.773918533e+01,-1.014604473e+01,2.834873009e+01,-1.698571777e+01,-1.031428375e+02,-7.164193726e+01,5.741448975e+01,1.680208435e+02,4.782005310e+01,5.149887085e+01,1.911128998e+01,1.736783752e+02,3.675319214e+02,4.664194336e+02,3.830639648e+02,1.859716797e+02,5.683511353e+01,2.078971863e-01,4.522681427e+01,1.187794304e+01,-9.128711700e+01,-7.304704285e+01,8.744497681e+01,2.653815308e+02,2.450305786e+02,2.300285645e+02,-1.877062988e+01,-3.240937805e+01,5.261684418e+01,1.923208618e+02,2.661617126e+02,1.816773376e+02,4.724146271e+01,-2.965444565e+00,7.405529785e+01,1.339581299e+01,-7.230503082e+01,7.329074860e+00,1.720380402e+02,3.147558594e+02,2.730745850e+02,8.286166382e+01,-1.454621887e+02,-2.058998413e+02,-1.675880127e+02,1.863614655e+01,4.645261383e+01,2.361634636e+01,-8.593907356e+00,7.737190247e+01,-4.103567505e+01,-2.311264038e+01,4.858415222e+01,2.393491058e+02,1.939382629e+02,1.147445831e+02,-1.175655975e+02,-3.137113953e+02,-3.356099548e+02,-2.633223572e+02,-1.564418030e+02,-6.331910324e+01,-2.472255325e+01,8.303448486e+01,-1.046599884e+02,-8.137587738e+01,4.981040955e+01,2.352418518e+01,7.340617371e+01,-1.133794098e+02,-2.827175903e+02,-2.921053162e+02,-2.402281189e+02,-1.129631729e+02,-8.486777496e+01,-1.266664886e+02,-1.246356049e+02,-9.754963684e+01,-8.541733551e+01,-7.972726440e+01,-2.200478516e+02,-2.452659607e+02,-6.578611755e+01,-2.085386467e+01,9.764137268e+00,2.820190239e+01,-1.267668228e+02,-1.304969177e+02,-1.125105286e+02,-1.912023773e+02,-1.532674255e+02,-6.324708557e+01,4.907054901e+01,5.756431580e+01,-1.347174530e+02,-1.390727081e+02,6.045832062e+01,6.089860916e+01
1,rock,0,25,15,18,-617.6131591796875,569.9404296875,532.7455444335938,0.7096580862998962,5.364139557e+00,-1.004784698e+02,-1.972087250e+02,-4.299546814e+01,-5.395973206e+01,-3.510157471e+02,-1.782304382e+01,-8.087766647e+00,-1.081635208e+02,3.161663437e+01,5.051893616e+01,6.552178192e+01,8.372274780e+01,-1.877365112e+01,-8.662373352e+01,-1.145020218e+02,-1.262982483e+02,1.354279232e+01,-1.815376282e+00,6.959638596e+00,3.021617508e+01,5.567817688e+01,2.870957947e+01,-1.022253342e+02,-1.339337463e+02,-1.202160873e+02,-1.423111267e+02,-8.527974486e-01,-3.126974869e+01,-5.935000610e+01,-2.195331001e+01,3.206423187e+01,5.480711365e+01,-3.258474731e+01,-1.387154236e+02,-1.734705353e+02,-2.398599243e+02,-1.996295166e+02,8.551964760e+00,-4.223484039e+00,-3.955773926e+01,-9.433972931e+01,-5.174580383e+01,2.113227844e+01,1.750256348e+02,2.530534058e+02,1.895070038e+02,1.462885284e+02,-3.478857422e+02,-5.051095886e+02,-4.633425598e+02,1.255516815e+01,1.535951424e+01,3.914222336e+01,4.734722900e+01,-5.055103683e+01,-1.018885574e+02,2.071408081e+01,1.686526184e+02,3.899516296e+02,4.124715271e+02,4.102207642e+02,-1.242785034e+02,-6.176131592e+02,-6.148869019e+02,-1.731782227e+02,4.104244614e+01,1.611155701e+01,5.166615295e+01,1.076444550e+02,6.103833771e+01,-5.582917023e+01,-9.342259216e+01,6.159457397e+01,3.001964722e+02,5.201209717e+02,5.699404297e+02,1.355476227e+02,-2.954434204e+02,-6.043739624e+02,-4.496053467e+02,-1.035608673e+02,4.226284027e+01,1.370037937e+01,5.248237610e+01,1.326057281e+02,1.489945526e+02,4.253410339e+01,-9.887896729e+01,-1.388902283e+02,-8.995054626e+01,3.171292114e+02,4.444587097e+02,4.474408569e+02,5.786605835e+01,-3.429131775e+02,-4.402854004e+02,-3.367533569e+02,-8.726505280e+01,4.840016556e+01,1.275116577e+02,1.635911407e+02,1.134894104e+02,-2.783413696e+01,-2.021807861e+02,-3.046672058e+02,-2.843121948e+02,7.961271667e+01,4.860806274e+02,3.595334473e+02,-2.241247559e+01,-2.411120148e+02,-2.590347595e+02,-9.994347382e+01,1.944627762e+01,9.325078964e+00,1.935556793e+01,8.785613251e+01,9.791946411e+01,5.691789246e+01,-1.276058044e+02,-2.992593384e+02,-3.747644043e+02,-1.253670044e+02,2.663715210e+02,4.355671997e+02,3.778385620e+02,2.200647888e+02,-8.305007935e+01,-1.043060150e+02,-1.044397583e+02,-3.248883486e+00,-1.685976410e+01,-1.883911133e+00,1.610602570e+01,3.065880585e+01,-1.824067688e+01,-1.700233765e+02,-2.065187988e+02,-3.363771973e+02,-1.693915405e+02,1.243005981e+02,3.517789917e+02,4.900906372e+02,4.951860352e+02,2.213668823e+02,1.464385223e+02,-5.674401093e+01,1.261898994e+01,-8.249237061e+00,-7.099021912e+01,-4.843194580e+01,2.692987061e+01,7.429342651e+01,1.003495178e+02,-1.958738098e+02,-4.768118286e+01,8.427612305e+01,3.773590698e+02,5.359016113e+02,5.461914062e+02,3.991247559e+02,2.315401917e+02,4.839601898e+01,-1.102264023e+01,2.734443665e+01,-1.551102161e+01,-8.987872314e+01,-3.184123230e+01,1.246386108e+02,2.611129456e+02,1.100531464e+02,1.454853516e+02,5.267982483e+01,1.751293335e+02,3.640718689e+02,4.663384399e+02,3.868121948e+02,1.889812622e+02,5.626148224e+01,-1.905752182e+00,4.245084000e+01,9.309173584e+00,-8.390768433e+01,-4.784594727e+01,1.498219757e+02,3.639318542e+02,3.650628967e+02,3.620621948e+02,8.068750000e+01,3.064290619e+01,8.758676910e+01,2.116457214e+02,2.781800232e+02,1.869161682e+02,4.653895950e+01,-5.719036102e+00,6.974150848e+01,3.587928772e+00,-8.410136414e+01,1.742378044e+01,1.961970215e+02,4.124056091e+02,3.621302490e+02,1.983958740e+02,-6.089834595e+01,-1.552843018e+02,-1.423689575e+02,3.647999573e+01,5.505747223e+01,2.375962067e+01,-1.134855175e+01,7.108827209e+01,-8.002923584e+01,-6.218521118e+01,1.238006592e+01,2.530052338e+02,1.896301575e+02,1.590939941e+02,-6.902069092e+01,-2.878516235e+02,-3.269528198e+02,-2.638045959e+02,-1.492960052e+02,-6.245609283e+01,-2.708892441e+01,7.162823486e+01,-1.459464874e+02,-1.018880539e+02,1.087368774e+01,-3.095233154e+01,3.226608276e+01,-1.549785767e+02,-3.014478760e+02,-3.190907593e+02,-2.549147644e+02,-1.201327362e+02,-8.577038574e+01,-1.282319489e+02,-1.237048569e+02,-1.117480392e+02,-1.073937302e+02,-1.609584351e+02,-3.383476562e+02,-3.136898499e+02,-8.268463898e+01,-2.835166359e+01,7.714764595e+00,2.942169762e+01,-1.255890274e+02,-1.306605225e+02,-1.381401978e+02,-2.805674438e+02,-2.458367004e+02,-9.498860168e+01,4.384832001e+01,5.593837738e+01,-1.296192780e+02,-1.467511292e+02,4.094253540e+01,5.165713882e+01
2,rock,0,24,16,16,-611.888671875,559.277587890625,526.5160522460938,0.6628653407096863,3.052978516e-01,-7.443849182e+01,-3.432797852e+02,-5.216277313e+01,-5.631536865e+01,-2.878096313e+02,-4.892912292e+01,-1.550189972e+00,-1.227906265e+02,3.471685791e+01,5.435540771e+01,6.758366394e+01,9.006323242e+01,-8.157470703e+01,-1.262297058e+02,-1.290010071e+02,-1.347900391e+02,1.648024368e+01,-6.949672699e+00,-5.445695877e+00,9.339859009e+00,2.200286865e+01,4.333496094e-02,-1.166571808e+02,-1.303879700e+02,-1.293072662e+02,-1.445524902e+02,3.201647758e+00,-3.476724243e+01,-8.025714874e+01,-6.342879486e+01,-2.874573135e+01,-1.217205811e+01,-2.219335938e+01,-9.645788574e+01,-1.614357758e+02,-2.158669739e+02,-1.890838928e+02,8.189364433e+00,7.856658936e+00,-3.197511673e+01,-9.234071350e+01,-3.961494446e+01,-1.297291565e+01,1.336841125e+02,2.292166595e+02,1.983295135e+02,1.865254364e+02,-2.746387634e+02,-4.224163818e+02,-3.720310059e+02,3.206787872e+01,1.535532284e+01,4.709693909e+01,7.583665466e+01,-2.157257843e+01,-6.934167480e+01,6.685800171e+01,1.742476196e+02,3.921016541e+02,4.274744873e+02,4.206913757e+02,-5.142756653e+01,-4.984326782e+02,-5.151840820e+02,-1.347196350e+02,5.160916901e+01,1.684511566e+01,5.682862091e+01,1.300189056e+02,1.029799652e+02,-1.584983826e+00,-3.731317139e+01,9.936090088e+01,3.242160034e+02,5.218179321e+02,5.276905518e+02,1.523144226e+02,-2.375217743e+02,-5.303751831e+02,-3.988745117e+02,-8.422196198e+01,4.878876114e+01,1.497825050e+01,5.502515411e+01,1.414939423e+02,1.702051697e+02,7.967160034e+01,-4.577722168e+01,-9.159836578e+01,-9.599398804e+01,2.945486145e+02,3.425784302e+02,3.748045349e+02,1.587719727e+01,-3.419469299e+02,-4.351322021e+02,-3.216575928e+02,-7.829024506e+01,4.712328339e+01,1.215227814e+02,1.532290344e+02,1.115152283e+02,-2.766104126e+01,-1.945993958e+02,-3.182337036e+02,-3.365957031e+02,6.840515137e-02,3.351419678e+02,2.219385376e+02,-1.096771851e+02,-2.857082520e+02,-2.700289307e+02,-9.899121094e+01,2.375754547e+01,1.007120514e+01,9.653610229e+00,7.003336334e+01,5.805701447e+01,6.065032959e+00,-1.827466736e+02,-3.461229858e+02,-4.279221802e+02,-1.993762207e+02,1.323548431e+02,2.818936157e+02,2.246654053e+02,1.165584412e+02,-1.387631989e+02,-1.266763153e+02,-1.086583176e+02,-1.468674660e+00,-2.536394501e+01,-2.915200806e+01,-3.399190521e+01,-3.492348862e+01,-9.518235779e+01,-2.307072754e+02,-2.146130981e+02,-3.661788940e+02,-1.474144897e+02,5.324197388e+01,2.888965149e+02,3.925428162e+02,4.388977966e+02,1.670651398e+02,1.319118042e+02,-6.409011841e+01,1.062774372e+01,-8.498486519e+00,-7.497210693e+01,-7.563894653e+01,-1.738458252e+01,4.129414368e+01,1.221287079e+02,-1.436080933e+02,9.178643799e+01,1.672217407e+02,4.247366333e+02,5.529234009e+02,5.592775879e+02,3.880590210e+02,2.393497314e+02,4.866480255e+01,-1.122206497e+01,2.721893311e+01,-1.096951294e+01,-8.016186523e+01,-1.995040894e+01,1.289164429e+02,3.055574646e+02,2.225072937e+02,3.466648560e+02,2.655154419e+02,3.546687012e+02,4.912750854e+02,5.442856445e+02,4.220116882e+02,2.060416565e+02,6.059075928e+01,-1.148342133e+00,4.395957184e+01,1.873741722e+01,-5.221483231e+01,5.252830505e+00,2.035978699e+02,4.463312378e+02,4.693532104e+02,5.158314209e+02,3.051074219e+02,2.439579620e+02,2.563391418e+02,3.257068176e+02,3.462562561e+02,2.148667908e+02,5.243592834e+01,-5.359523773e+00,7.003475952e+01,2.366800690e+01,-2.755111694e+01,8.618347168e+01,2.546327820e+02,5.052409668e+02,4.407028809e+02,3.451511841e+02,7.350653076e+01,-4.887121582e+01,-8.151766205e+01,9.688757324e+01,8.093682098e+01,2.924759674e+01,-1.197984028e+01,7.424096680e+01,-3.655789185e+01,-2.636199951e+00,2.739120483e+01,2.788752441e+02,1.629655457e+02,1.576643066e+02,-6.884727478e+01,-3.093738708e+02,-3.563263550e+02,-2.996369934e+02,-1.507510681e+02,-7.024913025e+01,-3.041585922e+01,7.939889526e+01,-1.159671478e+02,-1.081497345e+02,-1.790974426e+01,-1.150620117e+02,-7.376951599e+01,-3.081246948e+02,-4.307321777e+02,-4.336009521e+02,-3.246549072e+02,-1.540650024e+02,-1.031544647e+02,-1.272967072e+02,-1.290849609e+02,-1.285881042e+02,-1.410091400e+02,-3.272381897e+02,-6.118886719e+02,-5.103907471e+02,-1.301827087e+02,-4.921348572e+01,2.210597992e+00,3.192253685e+01,-1.360135193e+02,-1.470780029e+02,-1.926241455e+02,-4.737586975e+02,-4.496103516e+02,-1.723531342e+02,3.946734619e+01,5.947377014e+01,-1.409030151e+02,-1.805482788e+02,1.236542511e+01,4.189555359e+01
3,rock,0,26,14,15,-687.9075927734375,518.85546875,463.7867126464844,0.5988272428512573,-1.100429153e+01,-2.485330391e+01,-3.781047363e+02,-3.912379074e+01,-3.267905807e+01,-1.107080078e+02,-4.275501251e+01,5.090107727e+01,-4.214391708e+01,-1.751149750e+01,-8.852342606e+00,-1.289891958e+00,1.320188522e+01,-7.204361725e+01,-6.324935532e+01,-5.134081268e+01,-5.755461121e+01,-2.212871742e+01,-2.188295937e+01,-2.174408913e+01,-2.315099716e+01,-2.588443756e+01,-1.597722054e+00,-5.270534134e+01,-5.632872009e+01,-5.839153671e+01,-6.771896362e+01,-1.790911484e+01,-1.222545242e+01,-3.931493044e+00,-2.600667763e+01,-1.764221001e+01,-2.110119057e+01,1.799263656e-01,-2.443108368e+01,-6.872585297e+01,-9.377639008e+01,-8.759461975e+01,4.912708282e+01,9.703294373e+01,3.945777130e+01,3.730923080e+01,8.120959473e+01,4.723234177e+01,1.043891449e+02,1.397099304e+02,1.232367325e+02,1.286475220e+02,-1.003626328e+02,-1.697781372e+02,-1.368149719e+02,3.127172470e+01,4.091967773e+01,8.331000519e+01,1.523539581e+02,1.149499207e+02,8.910456848e+01,1.236013260e+02,1.715646973e+02,2.559340973e+02,2.584617615e+02,2.347857819e+02,2.012173843e+01,-1.853408203e+02,-2.003951721e+02,-4.042137909e+01,3.949375534e+01,3.402005768e+01,6.533625031e+01,1.337211914e+02,1.534716644e+02,1.142992706e+02,8.486327362e+01,7.893656921e+01,2.217288818e+02,2.929310913e+02,2.397030029e+02,9.448173523e+01,-8.286902618e+01,-2.225156860e+02,-1.663413391e+02,-2.326672173e+01,3.775514221e+01,2.564005089e+01,4.864251328e+01,9.582431793e+01,1.140571136e+02,7.581125641e+01,1.606789970e+01,-3.330411530e+01,-1.211799164e+02,1.139338684e+02,6.471594238e+01,1.359396210e+02,-2.213282394e+01,-1.743289490e+02,-2.181644287e+02,-1.495791931e+02,-2.611345863e+01,2.859227562e+01,4.983527756e+01,4.421099854e+01,1.495818233e+01,-7.448519135e+01,-1.741498108e+02,-2.772309570e+02,-3.181849060e+02,-1.350495911e+02,2.901211357e+01,-1.825024366e+00,-1.260087967e+02,-1.814713593e+02,-1.445312195e+02,-4.365190506e+01,2.419929504e+01,1.414398766e+01,-1.456554031e+01,-1.357977867e+00,-4.435598373e+01,-1.071782608e+02,-2.343879700e+02,-3.296748352e+02,-3.673458557e+02,-2.376660614e+02,-9.329618073e+01,-5.327625751e+00,-1.722117805e+01,-2.741075325e+01,-1.178049622e+02,-8.521936035e+01,-5.784521866e+01,8.732961655e+00,-3.105805016e+01,-6.175437927e+01,-9.008324432e+01,-1.104402313e+02,-1.623900909e+02,-2.283817291e+02,-1.379805908e+02,-2.814859924e+02,-7.925627136e+01,-6.874944305e+01,8.288520813e+01,1.155385208e+02,1.807736816e+02,3.872697449e+01,5.148684311e+01,-4.541332245e+01,2.432210684e+00,-3.021148682e+00,-4.134307480e+01,-6.242438126e+01,-3.647771454e+01,1.714285278e+01,1.341314545e+02,-2.165530777e+01,2.230547943e+02,1.761240387e+02,2.780689392e+02,3.147794495e+02,3.104511719e+02,1.926932526e+02,1.292404175e+02,2.076210976e+01,-1.185373497e+01,1.778360748e+01,6.022114277e+00,-1.653082657e+01,3.929498672e+01,1.307508392e+02,2.851696167e+02,2.958652954e+02,4.646885376e+02,4.043876648e+02,3.965237427e+02,4.043244629e+02,3.732326355e+02,2.578684998e+02,1.235249710e+02,3.395652771e+01,-2.937487125e+00,3.136848640e+01,2.977503014e+01,2.648523903e+01,9.423903656e+01,2.205392303e+02,3.961463318e+02,4.460787659e+02,5.188554688e+02,4.601793213e+02,3.959734802e+02,3.381967773e+02,3.045613708e+02,2.588534241e+02,1.437302094e+02,3.485964966e+01,-2.270477057e+00,4.498921204e+01,4.307870483e+01,5.730868530e+01,1.423167267e+02,2.179764252e+02,4.262509155e+02,3.602198181e+02,3.994717407e+02,2.248081360e+02,1.143956757e+02,3.626417542e+01,1.249836578e+02,7.607980347e+01,2.620359993e+01,-3.260431528e+00,5.101674271e+01,1.825241280e+01,4.984018326e+01,5.280138969e+00,1.771983948e+02,4.252115631e+01,9.350956726e+01,-1.900190544e+01,-1.758922424e+02,-2.146604767e+02,-1.972965240e+02,-7.668867493e+01,-4.177791977e+01,-1.247524261e+01,5.718540573e+01,-5.439603424e+01,-8.508751678e+01,-7.233355713e+01,-1.924752045e+02,-1.895798950e+02,-3.602869873e+02,-3.815848694e+02,-3.685940247e+02,-2.564871826e+02,-1.282039490e+02,-8.026762390e+01,-7.764072418e+01,-8.279296112e+01,-1.026710663e+02,-1.299096680e+02,-4.051814880e+02,-6.879075928e+02,-5.224206543e+02,-1.360135040e+02,-6.189770508e+01,-1.695779800e+01,8.648429871e+00,-8.960221863e+01,-9.971564484e+01,-1.779911652e+02,-5.095225525e+02,-5.120570679e+02,-1.976171417e+02,2.445983648e+00,2.211174965e+01,-8.467272186e+01,-1.347496033e+02,-4.245713043e+01,-2.868012905e+00
4,rock,0,30,10,10,-86.21935272216797,131.3624267578125,101.47129821777344,0.44832879304885864,-7.309995651e+00,1.541531467e+01,2.159444571e+00,-1.087180138e+01,-1.101653576e+01,-2.305189514e+01,2.700782013e+01,7.613795757e+00,-1.773851013e+01,-1.520922899e+00,4.539250851e+00,1.240370846e+01,1.670563316e+01,5.845931625e+01,2.399964333e+01,-1.754671669e+01,-2.191963005e+01,-6.276170731e+00,-2.744256735e+00,4.234588146e+00,1.699293900e+01,4.047240448e+01,6.238321304e+01,7.757416725e+00,2.956876755e+00,-2.941384697e+01,-2.798527336e+01,-8.721059799e+00,-6.772368908e+00,-4.194731712e+00,1.297418880e+01,3.819359970e+01,7.029853821e+01,4.026227570e+01,1.861790466e+01,-1.490279388e+01,-2.474497604e+01,-3.210007477e+01,1.656017113e+01,1.760358238e+01,-1.424888372e+00,-9.620901108e+00,-1.983390808e+01,6.828758240e+00,3.747846985e+01,5.961671448e+01,5.661189270e+01,3.346683502e+01,-1.202762413e+01,-3.977351379e+01,-2.775307083e+01,1.975201988e+01,1.561805248e+01,2.353695297e+01,3.039199066e+01,7.239842415e+00,-1.378120995e+01,-3.494836426e+01,-1.029138374e+01,1.236231804e+01,2.828435326e+01,2.605110168e+00,-7.549932003e+00,-5.442238998e+01,-6.153869247e+01,-6.910499096e+00,1.854570580e+01,1.359440613e+01,2.176503181e+01,3.687366104e+01,3.260979080e+01,5.243449688e+00,-2.142138481e+01,-3.732711029e+01,-2.590695572e+01,-6.560619831e+00,-7.074016094e+00,-2.728307343e+01,-5.805319595e+01,-8.621935272e+01,-5.852466583e+01,-5.703211784e+00,1.516329861e+01,1.020932961e+01,1.770168114e+01,3.416358948e+01,4.497187042e+01,3.365400314e+01,4.739915371e+00,-2.233456039e+01,-1.797204781e+01,-1.820652390e+01,9.813525200e+00,-1.005781937e+01,-4.585762787e+01,-8.134065247e+01,-8.210219574e+01,-5.310992432e+01,-8.890230179e+00,1.073590851e+01,2.366369629e+01,3.778317261e+01,4.368569946e+01,3.104625511e+01,1.036663055e+01,-3.698607683e-01,1.440262985e+01,1.435353374e+01,2.845907211e+01,5.683145046e+00,-3.737718582e+01,-5.490778351e+01,-4.795064163e+01,-1.605694771e+01,8.114246368e+00,4.883198261e+00,-8.867959023e+00,3.262062311e+00,7.408422947e+00,2.707870865e+01,2.426748466e+01,1.717119217e+01,1.716992950e+01,5.284644318e+01,5.479206467e+01,7.888800812e+01,4.532393265e+01,2.848185349e+01,-2.524769974e+01,-2.425277901e+01,-2.111954308e+01,9.459514618e-01,-1.718902588e+01,-2.463198471e+01,-2.099526405e+01,-9.295552254e+00,3.398011208e+00,9.919331551e+00,1.047097301e+01,3.245020676e+01,5.897333145e+01,9.250334167e+01,1.227559967e+02,1.123097000e+02,1.017343369e+02,3.529157639e+01,2.315419388e+01,-1.311275959e+01,1.352823973e+00,-2.848488092e+00,-2.645447159e+01,-3.568338394e+01,-2.674980164e+01,-1.419650364e+01,-8.845741272e+00,2.132568932e+01,2.428638268e+01,8.553577423e+01,1.243087234e+02,1.313624268e+02,1.157342529e+02,7.601776886e+01,4.246185303e+01,9.868790627e+00,-1.892000884e-01,9.143959999e+00,-1.612454951e-01,-2.475560188e+01,-3.453369522e+01,-2.780909920e+01,-1.486099911e+01,-7.368108749e+00,-1.635360909e+01,1.951044083e+01,6.385711670e+01,9.374125671e+01,1.004191284e+02,7.461723328e+01,3.571894073e+01,1.326238918e+01,3.339349270e+00,1.610062408e+01,1.226720619e+01,-9.477646828e+00,-1.222188377e+01,-6.562077045e+00,8.128208160e+00,-8.773451805e+00,-1.442308426e+01,-3.318274689e+01,-1.449333096e+01,1.160075665e+01,3.843157578e+01,4.976349640e+01,3.421084213e+01,1.201476288e+01,3.769809961e+00,2.396285248e+01,2.214847755e+01,1.575576687e+01,1.874746132e+01,3.682826614e+01,1.788451958e+01,1.054208660e+01,-3.598874283e+01,-6.358950424e+01,-5.818317795e+01,-4.263003159e+01,-3.676195145e+00,3.997336149e+00,6.595442295e+00,2.934113979e+00,2.774324226e+01,3.783641815e+01,4.443305206e+01,4.143717957e+01,4.849676514e+01,4.148287201e+01,-3.677139997e+00,-5.255320358e+01,-7.982989502e+01,-7.510760498e+01,-5.771062851e+01,-3.923490524e+01,-1.540865135e+01,-9.380143881e-01,3.475221634e+01,1.576743126e+01,-7.327218056e+00,3.280528641e+01,2.968212318e+01,3.035933304e+01,-1.183239079e+01,-5.754531097e+01,-5.288042068e+01,-4.674866486e+01,-2.360364151e+01,-2.169903564e+01,-3.115919113e+01,-3.385496140e+01,-1.797031784e+01,-1.158586788e+01,1.694136047e+01,2.903655529e+00,-2.526111031e+01,-7.332359314e+00,-2.734249115e+00,4.932874441e-01,2.125190735e+00,-3.489201355e+01,-3.477594376e+01,-1.681803703e+01,-3.840897083e+00,8.276726723e+00,6.818162799e-01,1.243211651e+01,1.169578266e+01,-3.780622101e+01,-3.165179825e+01,2.384203720e+01,1.804063416e+01
